id_contrat,id_periode,annee,mois_num,num_releve,date_releve,date_emission,index_a,conso_reelle,conso_moyenne,type_releve,nature_releve,num_facture,montant,puissance,nom_categorie,ecart_jours
100283,202412,2024,12,R100283-4,2024-12-02,2024-12-06,441232.5,941.0,947.7,REEL,PERIODIQUE,F100283-4,31981.0,6,DOMESTIQUE SOCIAL 2,60
100283,202501,2025,1,R100283-5,2025-01-29,2025-01-31,327319.1,766.8,916.1,REEL,PERIODIQUE,F100283-5,24006.0,6,DOMESTIQUE SOCIAL 2,58
100283,202503,2025,3,R100283-6,2025-03-30,2025-03-30,281093.9,827.3,947.7,REEL,PERIODIQUE,F100283-6,26816.0,6,DOMESTIQUE SOCIAL 2,60
100283,202504,2025,4,R100283-7,2025-04-30,2025-05-02,118356.7,475.9,489.6,REEL,PERIODIQUE,F100283-7,15882.0,6,DOMESTIQUE SOCIAL 2,31
100283,202506,2025,6,R100283-8,2025-06-27,2025-07-01,128602.6,739.4,916.1,REEL,PERIODIQUE,F100283-8,24093.0,6,DOMESTIQUE SOCIAL 2,58
100283,202508,2025,8,R100283-9,2025-08-26,2025-08-30,378092.1,976.5,947.7,REEL,PERIODIQUE,F100283-9,29123.0,6,DOMESTIQUE SOCIAL 2,60
100283,202511,2025,11,R100283-10,2025-11-24,2025-11-24,392692.4,1849.9,1421.5,ESTIME,REBRANCHE,F100283-10,59584.0,6,DOMESTIQUE SOCIAL 2,90
100283,202512,2025,12,R100283-11,2025-12-25,2025-12-29,341686.4,717.3,489.6,REEL,PERIODIQUE,F100283-11,21922.0,6,DOMESTIQUE SOCIAL 2,31
100284,202404,2024,4,R100284-0,2024-04-18,2024-04-19,271411.6,234.1,273.3,REEL,PERIODIQUE,F100284-0,7041.0,3,DOMESTIQUE SOCIAL 1,61
100284,202406,2024,6,R100284-1,2024-06-19,2024-06-22,79176.8,245.5,277.7,REEL,PERIODIQUE,F100284-1,8225.0,3,DOMESTIQUE SOCIAL 1,62
100284,202408,2024,8,R100284-2,2024-08-18,2024-08-19,347299.0,154.9,268.8,REEL,RESILIATION,F100284-2,5010.0,3,DOMESTIQUE SOCIAL 1,60
100284,202410,2024,10,R100284-3,2024-10-15,2024-10-17,468173.1,211.1,259.8,REEL,PERIODIQUE,F100284-3,6087.0,3,DOMESTIQUE SOCIAL 1,58
100284,202412,2024,12,R100284-4,2024-12-14,2024-12-16,269959.1,288.4,268.8,REEL,PERIODIQUE,F100284-4,8192.0,3,DOMESTIQUE SOCIAL 1,60
100284,202502,2025,2,R100284-5,2025-02-12,2025-02-12,22573.8,310.9,268.8,REEL,PERIODIQUE,F100284-5,10371.0,3,DOMESTIQUE SOCIAL 1,60
100284,202505,2025,5,R100284-6,2025-05-13,2025-05-15,55825.0,460.1,403.2,REEL,PERIODIQUE,F100284-6,13269.0,3,DOMESTIQUE SOCIAL 1,90
100284,202507,2025,7,R100284-7,2025-07-10,2025-07-10,189579.2,211.0,259.8,REEL,PERIODIQUE,F100284-7,6095.0,3,DOMESTIQUE SOCIAL 1,58
100284,202509,2025,9,R100284-8,2025-09-10,2025-09-13,161482.2,205.9,277.7,REEL,PERIODIQUE,F100284-8,6119.0,3,DOMESTIQUE SOCIAL 1,62
100284,202511,2025,11,R100284-9,2025-11-07,2025-11-11,283219.0,279.6,259.8,REEL,PERIODIQUE,F100284-9,9117.0,3,DOMESTIQUE SOCIAL 1,58
100284,202601,2026,1,R100284-10,2026-01-04,2026-01-07,343732.8,251.7,259.8,REEL,RESILIATION,F100284-10,7671.0,3,DOMESTIQUE SOCIAL 1,58
100284,202603,2026,3,R100284-11,2026-03-03,2026-03-06,337196.6,363.4,259.8,REEL,PERIODIQUE,F100284-11,10246.0,3,DOMESTIQUE SOCIAL 1,58
100284,202605,2026,5,R100284-12,2026-05-03,2026-05-03,94184.8,182.8,273.3,REEL,PERIODIQUE,F100284-12,5788.0,3,DOMESTIQUE SOCIAL 1,61
100284,202606,2026,6,R100284-13,2026-06-30,2026-07-04,132081.5,398.2,259.8,REEL,PERIODIQUE,F100284-13,11458.0,3,DOMESTIQUE SOCIAL 1,58
100284,202608,2026,8,R100284-14,2026-08-27,2026-08-30,362343.0,337.5,259.8,REEL,PERIODIQUE,F100284-14,9882.0,3,DOMESTIQUE SOCIAL 1,58
100284,202610,2026,10,R100284-15,2026-10-28,2026-11-01,299612.0,224.9,277.7,REEL,RESILIATION,F100284-15,6778.0,3,DOMESTIQUE SOCIAL 1,62
100284,202612,2026,12,R100284-16,2026-12-29,2026-12-30,106410.6,258.1,277.7,REEL,PERIODIQUE,F100284-16,8277.0,3,DOMESTIQUE SOCIAL 1,62
100285,202404,2024,4,R100285-0,2024-04-20,2024-04-21,322089.2,155.1,194.0,REEL,PERIODIQUE,F100285-0,4837.0,1,DOMESTIQUE SOCIAL 1,61
100285,202406,2024,6,R100285-1,2024-06-19,2024-06-23,485126.1,207.8,190.8,REEL,PERIODIQUE,F100285-1,6820.0,1,DOMESTIQUE SOCIAL 1,60
100285,202408,2024,8,R100285-2,2024-08-16,2024-08-17,440699.2,145.7,184.5,REEL,PERIODIQUE,F100285-2,4831.0,1,DOMESTIQUE SOCIAL 1,58
100285,202410,2024,10,R100285-3,2024-10-13,2024-10-17,320642.8,248.5,184.5,REEL,PERIODIQUE,F100285-3,8307.0,1,DOMESTIQUE SOCIAL 1,58
100285,202411,2024,11,R100285-4,2024-11-13,2024-11-16,296606.9,66.9,98.6,REEL,PERIODIQUE,F100285-4,2252.0,1,DOMESTIQUE SOCIAL 1,31
100285,202501,2025,1,R100285-5,2025-01-10,2025-01-11,84008.7,194.1,184.5,REEL,PERIODIQUE,F100285-5,6390.0,1,DOMESTIQUE SOCIAL 1,58
100285,202503,2025,3,R100285-6,2025-03-09,2025-03-09,283005.6,147.7,184.5,REEL,PERIODIQUE,F100285-6,4937.0,1,DOMESTIQUE SOCIAL 1,58
100285,202505,2025,5,R100285-7,2025-05-08,2025-05-08,46815.4,124.2,190.8,REEL,PERIODIQUE,F100285-7,3537.0,1,DOMESTIQUE SOCIAL 1,60
100285,202507,2025,7,R100285-8,2025-07-07,2025-07-07,191235.6,308.0,190.8,REEL,PERIODIQUE,F100285-8,9409.0,1,DOMESTIQUE SOCIAL 1,60
100285,202509,2025,9,R100285-9,2025-09-07,2025-09-11,121304.6,272.7,197.2,REEL,PERIODIQUE,F100285-9,7827.0,1,DOMESTIQUE SOCIAL 1,62
100285,202511,2025,11,R100285-10,2025-11-08,2025-11-10,178852.4,176.7,197.2,REEL,PERIODIQUE,F100285-10,5293.0,1,DOMESTIQUE SOCIAL 1,62
100285,202601,2026,1,R100285-11,2026-01-08,2026-01-11,239865.0,247.2,194.0,REEL,PERIODIQUE,F100285-11,6998.0,1,DOMESTIQUE SOCIAL 1,61
100285,202603,2026,3,R100285-12,2026-03-07,2026-03-10,202111.7,102.7,184.5,REEL,PERIODIQUE,F100285-12,3360.0,1,DOMESTIQUE SOCIAL 1,58
100285,202605,2026,5,R100285-13,2026-05-08,2026-05-08,34411.7,162.1,197.2,ESTIME,PERIODIQUE,F100285-13,5370.0,1,DOMESTIQUE SOCIAL 1,62
100285,202607,2026,7,R100285-14,2026-07-08,2026-07-12,335213.2,206.5,194.0,REEL,PERIODIQUE,F100285-14,6544.0,1,DOMESTIQUE SOCIAL 1,61
100285,202609,2026,9,R100285-15,2026-09-04,2026-09-05,129526.4,132.3,184.5,REEL,REGULARISATION,F100285-15,4173.0,1,DOMESTIQUE SOCIAL 1,58
100286,202403,2024,3,R100286-0,2024-03-16,2024-03-18,24646.6,492.5,300.6,REEL,PERIODIQUE,F100286-0,16044.0,6,DOMESTIQUE SOCIAL 2,30
100286,202404,2024,4,R100286-1,2024-04-16,2024-04-16,255574.3,360.3,310.6,REEL,PERIODIQUE,F100286-1,11427.0,6,DOMESTIQUE SOCIAL 2,31
100286,202406,2024,6,R100286-2,2024-06-13,2024-06-15,454141.8,589.1,581.1,REEL,PERIODIQUE,F100286-2,17435.0,6,DOMESTIQUE SOCIAL 2,58
100286,202408,2024,8,R100286-3,2024-08-12,2024-08-16,152212.5,897.5,601.1,REEL,PERIODIQUE,F100286-3,29314.0,6,DOMESTIQUE SOCIAL 2,60
100286,202410,2024,10,R100286-4,2024-10-13,2024-10-16,181327.0,543.8,621.2,REEL,PERIODIQUE,F100286-4,18027.0,6,DOMESTIQUE SOCIAL 2,62
100286,202412,2024,12,R100286-5,2024-12-12,2024-12-15,85098.4,767.7,601.1,REEL,PERIODIQUE,F100286-5,24353.0,6,DOMESTIQUE SOCIAL 2,60
100286,202502,2025,2,R100286-6,2025-02-08,2025-02-12,109267.8,493.9,581.1,REEL,PERIODIQUE,F100286-6,15926.0,6,DOMESTIQUE SOCIAL 2,58
100286,202504,2025,4,R100286-7,2025-04-09,2025-04-13,296580.4,690.3,601.1,REEL,PERIODIQUE,F100286-7,22949.0,6,DOMESTIQUE SOCIAL 2,60
100286,202506,2025,6,R100286-8,2025-06-09,2025-06-10,213302.8,504.1,611.2,REEL,PERIODIQUE,F100286-8,14341.0,6,DOMESTIQUE SOCIAL 2,61
100286,202508,2025,8,R100286-9,2025-08-10,2025-08-14,6136.3,816.3,621.2,REEL,PERIODIQUE,F100286-9,23028.0,6,DOMESTIQUE SOCIAL 2,62
100286,202510,2025,10,R100286-10,2025-10-11,2025-10-14,274045.1,846.5,621.2,REEL,PERIODIQUE,F100286-10,26593.0,6,DOMESTIQUE SOCIAL 2,62
100286,202511,2025,11,R100286-11,2025-11-08,2025-11-09,131902.9,350.4,280.5,REEL,REBRANCHE,F100286-11,11385.0,6,DOMESTIQUE SOCIAL 2,28
100286,202601,2026,1,R100286-12,2026-01-09,2026-01-10,405949.2,438.2,621.2,REEL,PERIODIQUE,F100286-12,13494.0,6,DOMESTIQUE SOCIAL 2,62
100286,202603,2026,3,R100286-13,2026-03-10,2026-03-11,199724.4,551.7,601.1,REEL,PERIODIQUE,F100286-13,16611.0,6,DOMESTIQUE SOCIAL 2,60
100286,202604,2026,4,R100286-14,2026-04-10,2026-04-11,176732.3,372.9,310.6,REEL,PERIODIQUE,F100286-14,11618.0,6,DOMESTIQUE SOCIAL 2,31
100287,202403,2024,3,R100287-0,2024-03-18,2024-03-22,206877.6,341.5,352.2,REEL,PERIODIQUE,F100287-0,11340.0,1,DOMESTIQUE SOCIAL 1,58
100287,202405,2024,5,R100287-1,2024-05-18,2024-05-22,437574.3,376.6,370.4,REEL,PERIODIQUE,F100287-1,11474.0,1,DOMESTIQUE SOCIAL 1,61
100287,202406,2024,6,R100287-2,2024-06-17,2024-06-21,389613.7,161.0,182.2,REEL,PERIODIQUE,F100287-2,5125.0,1,DOMESTIQUE SOCIAL 1,30
100287,202408,2024,8,R100287-3,2024-08-17,2024-08-20,392305.5,525.1,370.4,REEL,PERIODIQUE,F100287-3,17693.0,1,DOMESTIQUE SOCIAL 1,61
100287,202410,2024,10,R100287-4,2024-10-17,2024-10-17,120480.7,362.7,370.4,REEL,PERIODIQUE,F100287-4,10947.0,1,DOMESTIQUE SOCIAL 1,61
100287,202412,2024,12,R100287-5,2024-12-18,2024-12-18,381275.6,353.7,376.5,REEL,PERIODIQUE,F100287-5,11614.0,1,DOMESTIQUE SOCIAL 1,62
100287,202502,2025,2,R100287-6,2025-02-17,2025-02-21,353228.4,425.9,370.4,REEL,PERIODIQUE,F100287-6,12885.0,1,DOMESTIQUE SOCIAL 1,61
100287,202504,2025,4,R100287-7,2025-04-19,2025-04-23,48758.3,359.9,370.4,REEL,PERIODIQUE,F100287-7,11557.0,1,DOMESTIQUE SOCIAL 1,61
100287,202506,2025,6,R100287-8,2025-06-18,2025-06-19,465866.4,355.0,364.3,REEL,PERIODIQUE,F100287-8,11057.0,1,DOMESTIQUE SOCIAL 1,60
100287,202508,2025,8,R100287-9,2025-08-15,2025-08-19,256447.3,279.4,352.2,REEL,PERIODIQUE,F100287-9,8197.0,1,DOMESTIQUE SOCIAL 1,58
100287,202510,2025,10,R100287-10,2025-10-12,2025-10-16,39439.1,402.4,352.2,REEL,PERIODIQUE,F100287-10,11689.0,1,DOMESTIQUE SOCIAL 1,58
100287,202601,2026,1,R100287-11,2026-01-10,2026-01-11,418077.5,598.7,546.5,REEL,PERIODIQUE,F100287-11,17383.0,1,DOMESTIQUE SOCIAL 1,90
100288,202403,2024,3,R100288-0,2024-03-01,2024-03-01,385453.6,243.9,259.0,REEL,PERIODIQUE,F100288-0,8143.0,3,DOMESTIQUE SOCIAL 1,58
100288,202404,2024,4,R100288-1,2024-04-30,2024-05-03,462866.1,237.0,267.9,REEL,PERIODIQUE,F100288-1,7450.0,3,DOMESTIQUE SOCIAL 1,60
100288,202406,2024,6,R100288-2,2024-06-29,2024-06-30,24592.8,222.3,267.9,REEL,PERIODIQUE,F100288-2,7059.0,3,DOMESTIQUE SOCIAL 1,60
100288,202408,2024,8,R100288-3,2024-08-29,2024-08-31,223485.9,277.8,272.4,REEL,PERIODIQUE,F100288-3,8409.0,3,DOMESTIQUE SOCIAL 1,61
100288,202410,2024,10,R100288-4,2024-10-29,2024-11-01,148802.8,283.1,272.4,REEL,PERIODIQUE,F100288-4,8278.0,3,DOMESTIQUE SOCIAL 1,61
100288,202411,2024,11,R100288-5,2024-11-26,2024-11-29,303575.3,151.5,125.0,REEL,PERIODIQUE,F100288-5,4278.0,3,DOMESTIQUE SOCIAL 1,28
100288,202501,2025,1,R100288-6,2025-01-25,2025-01-26,348502.2,327.7,267.9,REEL,PERIODIQUE,F100288-6,10189.0,3,DOMESTIQUE SOCIAL 1,60
100288,202503,2025,3,R100288-7,2025-03-26,2025-03-29,143804.2,337.5,267.9,REEL,PERIODIQUE,F100288-7,10497.0,3,DOMESTIQUE SOCIAL 1,60
100288,202505,2025,5,R100288-8,2025-05-26,2025-05-26,24243.8,214.6,272.4,REEL,PERIODIQUE,F100288-8,6235.0,3,DOMESTIQUE SOCIAL 1,61
100288,202507,2025,7,R100288-9,2025-07-26,2025-07-26,407198.6,264.4,272.4,REEL,PERIODIQUE,F100288-9,7656.0,3,DOMESTIQUE SOCIAL 1,61
100288,202508,2025,8,R100288-10,2025-08-25,2025-08-26,169633.7,181.0,134.0,REEL,PERIODIQUE,F100288-10,5864.0,3,DOMESTIQUE SOCIAL 1,30
100288,202510,2025,10,R100288-11,2025-10-24,2025-10-24,102249.1,338.9,267.9,REEL,PERIODIQUE,F100288-11,10974.0,3,DOMESTIQUE SOCIAL 1,60
100288,202511,2025,11,R100288-12,2025-11-21,2025-11-25,48555.7,83.6,125.0,REEL,RESILIATION,F100288-12,2511.0,3,DOMESTIQUE SOCIAL 1,28
100289,202402,2024,2,R100289-0,2024-02-07,2024-02-10,119235.3,347.9,212.7,REEL,PERIODIQUE,F100289-0,10026.0,3,DOMESTIQUE SOCIAL 2,28
100289,202404,2024,4,R100289-1,2024-04-05,2024-04-09,400094.9,592.3,440.6,REEL,PERIODIQUE,F100289-1,19268.0,3,DOMESTIQUE SOCIAL 2,58
100289,202406,2024,6,R100289-2,2024-06-02,2024-06-03,55783.4,832.3,440.6,REEL,PERIODIQUE,F100289-2,23557.0,3,DOMESTIQUE SOCIAL 2,58
100289,202408,2024,8,R100289-3,2024-08-03,2024-08-04,283240.1,665.0,471.0,REEL,PERIODIQUE,F100289-3,19012.0,3,DOMESTIQUE SOCIAL 2,62
100289,202410,2024,10,R100289-4,2024-10-03,2024-10-03,472971.9,634.1,463.4,REEL,PERIODIQUE,F100289-4,19016.0,3,DOMESTIQUE SOCIAL 2,61
100289,202411,2024,11,R100289-5,2024-11-30,2024-11-30,87412.7,510.6,440.6,REEL,PERIODIQUE,F100289-5,14516.0,3,DOMESTIQUE SOCIAL 2,58
100289,202501,2025,1,R100289-6,2025-01-27,2025-01-29,437783.1,499.4,440.6,ESTIME,PERIODIQUE,F100289-6,16896.0,3,DOMESTIQUE SOCIAL 2,58
100289,202503,2025,3,R100289-7,2025-03-28,2025-03-31,493890.9,496.4,455.8,REEL,PERIODIQUE,F100289-7,16667.0,3,DOMESTIQUE SOCIAL 2,60
100289,202505,2025,5,R100289-8,2025-05-27,2025-05-28,81763.3,594.6,455.8,REEL,PERIODIQUE,F100289-8,17036.0,3,DOMESTIQUE SOCIAL 2,60
100289,202507,2025,7,R100289-9,2025-07-26,2025-07-28,131513.1,453.2,455.8,REEL,PERIODIQUE,F100289-9,14068.0,3,DOMESTIQUE SOCIAL 2,60
100290,202403,2024,3,R100290-0,2024-03-18,2024-03-22,91735.8,1443.2,1379.8,REEL,REGULARISATION,F100290-0,47327.0,6,GENERAL,60
100290,202405,2024,5,R100290-1,2024-05-19,2024-05-20,384782.7,1157.3,1425.8,REEL,PERIODIQUE,F100290-1,33084.0,6,GENERAL,62
100290,202407,2024,7,R100290-2,2024-07-16,2024-07-18,125883.5,1319.6,1333.8,REEL,PERIODIQUE,F100290-2,40257.0,6,GENERAL,58
100290,202409,2024,9,R100290-3,2024-09-14,2024-09-16,181252.8,1534.3,1379.8,REEL,PERIODIQUE,F100290-3,48507.0,6,GENERAL,60
100290,202411,2024,11,R100290-4,2024-11-13,2024-11-15,395665.0,1482.2,1379.8,REEL,PERIODIQUE,F100290-4,43902.0,6,GENERAL,60
100290,202501,2025,1,R100290-5,2025-01-13,2025-01-13,40385.4,1075.5,1402.8,REEL,PERIODIQUE,F100290-5,33575.0,6,GENERAL,61
100290,202503,2025,3,R100290-6,2025-03-14,2025-03-14,209208.5,1795.6,1379.8,REEL,PERIODIQUE,F100290-6,55770.0,6,GENERAL,60
100290,202505,2025,5,R100290-7,2025-05-15,2025-05-16,430750.3,1208.4,1425.8,ESTIME,PERIODIQUE,F100290-7,35954.0,6,GENERAL,62
100290,202507,2025,7,R100290-8,2025-07-12,2025-07-16,176114.6,1442.9,1333.8,REEL,RESILIATION,F100290-8,43236.0,6,GENERAL,58
100290,202509,2025,9,R100290-9,2025-09-10,2025-09-13,5394.4,1571.3,1379.8,REEL,PERIODIQUE,F100290-9,50023.0,6,GENERAL,60
100290,202511,2025,11,R100290-10,2025-11-07,2025-11-08,139708.1,1397.0,1333.8,REEL,REGULARISATION,F100290-10,40467.0,6,GENERAL,58
100291,202403,2024,3,R100291-0,2024-03-15,2024-03-19,432240.9,248.9,344.3,REEL,PERIODIQUE,F100291-0,7748.0,6,DOMESTIQUE SOCIAL 2,60
100291,202405,2024,5,R100291-1,2024-05-12,2024-05-15,284698.5,281.2,332.8,REEL,PERIODIQUE,F100291-1,8946.0,6,DOMESTIQUE SOCIAL 2,58
100291,202407,2024,7,R100291-2,2024-07-09,2024-07-10,191536.7,570.4,332.8,REEL,PERIODIQUE,F100291-2,18054.0,6,DOMESTIQUE SOCIAL 2,58
100291,202409,2024,9,R100291-3,2024-09-07,2024-09-08,16017.1,267.3,344.3,REEL,RESILIATION,F100291-3,9043.0,6,DOMESTIQUE SOCIAL 2,60
100291,202411,2024,11,R100291-4,2024-11-07,2024-11-09,392151.2,349.0,350.0,REEL,PERIODIQUE,F100291-4,9960.0,6,DOMESTIQUE SOCIAL 2,61
100291,202501,2025,1,R100291-5,2025-01-04,2025-01-06,263259.8,418.5,332.8,REEL,PERIODIQUE,F100291-5,11945.0,6,DOMESTIQUE SOCIAL 2,58
100291,202503,2025,3,R100291-6,2025-03-05,2025-03-08,266962.9,266.0,344.3,ESTIME,PERIODIQUE,F100291-6,8012.0,6,DOMESTIQUE SOCIAL 2,60
100291,202505,2025,5,R100291-7,2025-05-02,2025-05-02,95764.2,279.4,332.8,ESTIME,PERIODIQUE,F100291-7,8765.0,6,DOMESTIQUE SOCIAL 2,58
100291,202507,2025,7,R100291-8,2025-07-01,2025-07-03,253990.0,347.0,344.3,REEL,PERIODIQUE,F100291-8,10696.0,6,DOMESTIQUE SOCIAL 2,60
100291,202509,2025,9,R100291-9,2025-09-29,2025-10-03,130955.0,631.7,516.4,REEL,PERIODIQUE,F100291-9,20817.0,6,DOMESTIQUE SOCIAL 2,90
100291,202511,2025,11,R100291-10,2025-11-28,2025-11-28,244169.8,552.6,344.3,REEL,PERIODIQUE,F100291-10,16912.0,6,DOMESTIQUE SOCIAL 2,60
100291,202601,2026,1,R100291-11,2026-01-27,2026-01-27,157188.8,336.0,344.3,REEL,PERIODIQUE,F100291-11,10664.0,6,DOMESTIQUE SOCIAL 2,60
100291,202603,2026,3,R100291-12,2026-03-30,2026-04-03,195770.7,359.2,355.8,REEL,PERIODIQUE,F100291-12,11073.0,6,DOMESTIQUE SOCIAL 2,62
100291,202606,2026,6,R100291-13,2026-06-28,2026-06-30,84053.7,450.7,516.4,REEL,PERIODIQUE,F100291-13,13554.0,6,DOMESTIQUE SOCIAL 2,90
100292,202403,2024,3,R100292-0,2024-03-30,2024-04-02,101431.9,1980.6,1634.6,REEL,PERIODIQUE,F100292-0,64987.0,9,DOMESTIQUE,62
100292,202405,2024,5,R100292-1,2024-05-30,2024-06-01,170101.8,1565.0,1608.2,REEL,PERIODIQUE,F100292-1,48005.0,9,DOMESTIQUE,61
100292,202407,2024,7,R100292-2,2024-07-31,2024-07-31,417706.6,1284.3,1634.6,REEL,PERIODIQUE,F100292-2,42130.0,9,DOMESTIQUE,62
100292,202409,2024,9,R100292-3,2024-09-27,2024-10-01,132116.3,2325.8,1529.1,REEL,PERIODIQUE,F100292-3,72142.0,9,DOMESTIQUE,58
100292,202411,2024,11,R100292-4,2024-11-27,2024-11-27,347293.9,1753.1,1608.2,REEL,PERIODIQUE,F100292-4,53702.0,9,DOMESTIQUE,61
100292,202501,2025,1,R100292-5,2025-01-27,2025-01-30,210282.8,1278.2,1608.2,REEL,REBRANCHE,F100292-5,38148.0,9,DOMESTIQUE,61
100292,202504,2025,4,R100292-6,2025-04-27,2025-04-29,296900.5,2183.6,2372.8,REEL,PERIODIQUE,F100292-6,66545.0,9,DOMESTIQUE,90
100292,202507,2025,7,R100292-7,2025-07-26,2025-07-26,288499.2,2041.4,2372.8,REEL,PERIODIQUE,F100292-7,61699.0,9,DOMESTIQUE,90
100292,202509,2025,9,R100292-8,2025-09-24,2025-09-25,239625.5,1706.4,1581.9,REEL,PERIODIQUE,F100292-8,51639.0,9,DOMESTIQUE,60
100292,202511,2025,11,R100292-9,2025-11-21,2025-11-25,387776.0,1527.4,1529.1,REEL,PERIODIQUE,F100292-9,51587.0,9,DOMESTIQUE,58
100292,202601,2026,1,R100292-10,2026-01-20,2026-01-22,75419.8,1631.5,1581.9,REEL,PERIODIQUE,F100292-10,51167.0,9,DOMESTIQUE,60
100292,202603,2026,3,R100292-11,2026-03-21,2026-03-24,116834.5,1426.9,1581.9,REEL,PERIODIQUE,F100292-11,42589.0,9,DOMESTIQUE,60
100292,202605,2026,5,R100292-12,2026-05-22,2026-05-22,307129.6,1918.8,1634.6,REEL,PERIODIQUE,F100292-12,60589.0,9,DOMESTIQUE,62
100292,202606,2026,6,R100292-13,2026-06-21,2026-06-25,57010.5,551.0,790.9,REEL,PERIODIQUE,F100292-13,17275.0,9,DOMESTIQUE,30
100292,202608,2026,8,R100292-14,2026-08-20,2026-08-24,242711.2,1356.7,1581.9,REEL,PERIODIQUE,F100292-14,39274.0,9,DOMESTIQUE,60
100292,202609,2026,9,R100292-15,2026-09-17,2026-09-18,405595.6,769.6,738.2,REEL,PERIODIQUE,F100292-15,25344.0,9,DOMESTIQUE,28
100293,202405,2024,5,R100293-0,2024-05-29,2024-05-30,465467.0,593.2,552.5,REEL,PERIODIQUE,F100293-0,17239.0,1,DOMESTIQUE SOCIAL 2,90
100293,202407,2024,7,R100293-1,2024-07-26,2024-07-28,213709.0,361.3,356.0,REEL,PERIODIQUE,F100293-1,10392.0,1,DOMESTIQUE SOCIAL 2,58
100293,202409,2024,9,R100293-2,2024-09-26,2024-09-28,289328.8,519.1,380.6,REEL,PERIODIQUE,F100293-2,15980.0,1,DOMESTIQUE SOCIAL 2,62
100293,202411,2024,11,R100293-3,2024-11-25,2024-11-29,286285.9,306.5,368.3,REEL,REGULARISATION,F100293-3,8763.0,1,DOMESTIQUE SOCIAL 2,60
100293,202502,2025,2,R100293-4,2025-02-23,2025-02-26,140664.5,921.3,552.5,REEL,PERIODIQUE,F100293-4,26221.0,1,DOMESTIQUE SOCIAL 2,90
100293,202505,2025,5,R100293-5,2025-05-24,2025-05-25,140527.6,605.0,552.5,REEL,PERIODIQUE,F100293-5,18428.0,1,DOMESTIQUE SOCIAL 2,90
100293,202507,2025,7,R100293-6,2025-07-24,2025-07-27,119405.8,414.8,374.5,REEL,PERIODIQUE,F100293-6,13681.0,1,DOMESTIQUE SOCIAL 2,61
100293,202508,2025,8,R100293-7,2025-08-24,2025-08-24,424376.5,152.9,190.3,REEL,PERIODIQUE,F100293-7,5147.0,1,DOMESTIQUE SOCIAL 2,31
100293,202509,2025,9,R100293-8,2025-09-24,2025-09-28,489712.8,182.3,190.3,REEL,PERIODIQUE,F100293-8,5468.0,1,DOMESTIQUE SOCIAL 2,31
100293,202511,2025,11,R100293-9,2025-11-25,2025-11-26,190616.8,391.6,380.6,REEL,PERIODIQUE,F100293-9,12265.0,1,DOMESTIQUE SOCIAL 2,62
100293,202601,2026,1,R100293-10,2026-01-26,2026-01-30,408545.3,432.4,380.6,REEL,REBRANCHE,F100293-10,12226.0,1,DOMESTIQUE SOCIAL 2,62
100293,202603,2026,3,R100293-11,2026-03-28,2026-03-30,231815.9,313.4,374.5,REEL,PERIODIQUE,F100293-11,8901.0,1,DOMESTIQUE SOCIAL 2,61
100293,202605,2026,5,R100293-12,2026-05-28,2026-05-28,357769.0,369.9,374.5,REEL,PERIODIQUE,F100293-12,12551.0,1,DOMESTIQUE SOCIAL 2,61
100293,202608,2026,8,R100293-13,2026-08-26,2026-08-28,348815.6,498.7,552.5,REEL,PERIODIQUE,F100293-13,15268.0,1,DOMESTIQUE SOCIAL 2,90
100293,202610,2026,10,R100293-14,2026-10-23,2026-10-26,303840.1,392.6,356.0,REEL,PERIODIQUE,F100293-14,12461.0,1,DOMESTIQUE SOCIAL 2,58
100293,202612,2026,12,R100293-15,2026-12-20,2026-12-20,142967.8,372.4,356.0,REEL,PERIODIQUE,F100293-15,10571.0,1,DOMESTIQUE SOCIAL 2,58
100293,202701,2027,1,R100293-16,2027-01-20,2027-01-22,77828.7,210.3,190.3,REEL,PERIODIQUE,F100293-16,6603.0,1,DOMESTIQUE SOCIAL 2,31
100294,202405,2024,5,R100294-0,2024-05-13,2024-05-14,328214.2,2440.4,2935.0,REEL,PERIODIQUE,F100294-0,80196.0,3,GENERAL,90
100294,202407,2024,7,R100294-1,2024-07-10,2024-07-10,307814.2,1874.5,1891.4,REEL,PERIODIQUE,F100294-1,52866.0,3,GENERAL,58
100294,202409,2024,9,R100294-2,2024-09-09,2024-09-13,468342.1,2057.1,1989.3,REEL,PERIODIQUE,F100294-2,67156.0,3,GENERAL,61
100294,202411,2024,11,R100294-3,2024-11-08,2024-11-09,359741.4,1783.0,1956.6,REEL,PERIODIQUE,F100294-3,58994.0,3,GENERAL,60
100294,202501,2025,1,R100294-4,2025-01-05,2025-01-06,54607.3,1783.8,1891.4,REEL,PERIODIQUE,F100294-4,58567.0,3,GENERAL,58
100294,202503,2025,3,R100294-5,2025-03-04,2025-03-05,48501.2,1976.1,1891.4,REEL,PERIODIQUE,F100294-5,59225.0,3,GENERAL,58
100294,202505,2025,5,R100294-6,2025-05-05,2025-05-07,130386.4,2381.9,2021.9,REEL,PERIODIQUE,F100294-6,71533.0,3,GENERAL,62
100294,202508,2025,8,R100294-7,2025-08-03,2025-08-05,358021.4,4630.0,2935.0,REEL,PERIODIQUE,F100294-7,137200.0,3,GENERAL,90
